codigoReserva;codAlojamiento;docHuesped;fechaEntrada;duracion;metodoPago;fechaPago;monto;anotacion
RSV136;ALOJ0567;200000314;17/06/2025;7;PSE;12/06/2025;1669262;Por favor dejar instrucciones para ingreso.
RSV137;ALOJ1182;200000412;09/07/2025;7;PSE;08/07/2025;840686;¿Se permite fumar?
RSV138;ALOJ0676;200000364;28/07/2025;6;PSE;27/07/2025;1376016;Llegaré tarde
RSV139;ALOJ0660;200000061;04/06/2025;7;TCredito;30/05/2025;858585;¿Se permite fumar?
RSV140;ALOJ0087;200000193;04/06/2025;1;TCredito;31/05/2025;169987;¿Se permite fumar?
RSV141;ALOJ0029;200000389;07/06/2025;1;TCredito;06/06/2025;231855;Por favor dejar instrucciones para ingreso.
RSV142;ALOJ0774;200000290;25/06/2025;5;TCredito;23/06/2025;730885;Llegaré tarde
RSV143;ALOJ0963;200000076;06/07/2025;7;TCredito;02/07/2025;562282;Por favor dejar instrucciones para ingreso.
RSV144;ALOJ0357;200000134;12/07/2025;5;PSE;07/07/2025;930960;Por favor dejar instrucciones para ingreso.
RSV145;ALOJ1061;200000396;03/06/2025;1;PSE;29/05/2025;92208;Sin comentarios
RSV146;ALOJ0511;200000339;13/06/2025;1;PSE;12/06/2025;197880;Llegaré tarde
RSV147;ALOJ0702;200000381;16/07/2025;4;TCredito;10/07/2025;574612;Llegaré tarde
RSV148;ALOJ0339;200000464;29/07/2025;3;PSE;23/07/2025;349038;Sin comentarios
RSV149;ALOJ0458;200000257;04/06/2025;5;PSE;01/06/2025;464360;Llegaré tarde
RSV150;ALOJ0282;200000478;17/07/2025;4;TCredito;14/07/2025;502824;¿Se permite fumar?
RSV151;ALOJ0268;200000368;28/06/2025;1;PSE;27/06/2025;167365;Por favor dejar instrucciones para ingreso.
RSV152;ALOJ0859;200000175;02/06/2025;6;PSE;31/05/2025;1381770;¿Tiene aire acondicionado?
RSV153;ALOJ0512;200000124;06/06/2025;2;PSE;31/05/2025;248736;¿Se permite fumar?
RSV154;ALOJ0481;200000395;07/07/2025;4;TCredito;06/07/2025;939284;Llegaré tarde
RSV155;ALOJ0591;200000355;12/06/2025;3;TCredito;11/06/2025;574848;¿Tiene aire acondicionado?
RSV156;ALOJ0757;200000061;18/07/2025;2;TCredito;14/07/2025;228486;Por favor dejar instrucciones para ingreso.
RSV157;ALOJ1137;200000284;02/06/2025;1;PSE;31/05/2025;209742;¿Tiene aire acondicionado?
RSV158;ALOJ0043;200000259;12/07/2025;5;PSE;09/07/2025;1075790;¿Se permite fumar?
RSV159;ALOJ0843;200000263;07/07/2025;1;PSE;01/07/2025;145929;Por favor dejar instrucciones para ingreso.
RSV160;ALOJ0595;200000199;19/07/2025;2;TCredito;15/07/2025;186198;Llegaré tarde
RSV161;ALOJ0310;200000059;22/07/2025;2;PSE;17/07/2025;229166;Sin comentarios
RSV162;ALOJ0765;200000351;31/07/2025;3;TCredito;28/07/2025;305697;Sin comentarios
RSV163;ALOJ0698;200000273;25/07/2025;4;PSE;21/07/2025;518012;¿Se permite fumar?
RSV164;ALOJ0577;200000049;13/06/2025;1;PSE;08/06/2025;136399;¿Se permite fumar?
RSV165;ALOJ0304;200000338;22/06/2025;7;TCredito;20/06/2025;792582;¿Tiene aire acondicionado?
RSV166;ALOJ0554;200000326;31/07/2025;4;TCredito;26/07/2025;841084;Por favor dejar instrucciones para ingreso.
RSV167;ALOJ0266;200000102;09/06/2025;5;PSE;06/06/2025;526880;Por favor dejar instrucciones para ingreso.
RSV168;ALOJ0528;200000444;18/06/2025;1;TCredito;14/06/2025;176597;Por favor dejar instrucciones para ingreso.
RSV169;ALOJ0329;200000432;10/06/2025;4;TCredito;04/06/2025;917392;¿Tiene aire acondicionado?
RSV170;ALOJ0607;200000235;17/07/2025;7;TCredito;11/07/2025;867720;¿Se permite fumar?
RSV171;ALOJ0770;200000226;05/07/2025;7;TCredito;01/07/2025;1303281;Llegaré tarde
RSV172;ALOJ0379;200000138;25/06/2025;1;PSE;24/06/2025;236109;Por favor dejar instrucciones para ingreso.
RSV173;ALOJ1084;200000044;04/07/2025;1;PSE;28/06/2025;214792;Llegaré tarde
RSV174;ALOJ0789;200000444;08/07/2025;3;PSE;02/07/2025;505302;Llegaré tarde
RSV175;ALOJ0535;200000191;02/07/2025;7;PSE;30/06/2025;1647905;Sin comentarios
RSV176;ALOJ0040;200000260;17/07/2025;5;PSE;11/07/2025;737770;Sin comentarios
RSV177;ALOJ0970;200000298;21/06/2025;1;TCredito;18/06/2025;246405;¿Se permite fumar?
RSV178;ALOJ0857;200000411;02/06/2025;1;TCredito;27/05/2025;230604;Llegaré tarde
RSV179;ALOJ1091;200000029;14/06/2025;1;TCredito;11/06/2025;89046;Por favor dejar instrucciones para ingreso.
RSV180;ALOJ0688;200000463;11/07/2025;5;PSE;07/07/2025;788430;¿Tiene aire acondicionado?
RSV181;ALOJ0602;200000068;24/06/2025;3;TCredito;18/06/2025;459972;Sin comentarios
RSV182;ALOJ0541;200000261;12/07/2025;3;PSE;07/07/2025;351702;Sin comentarios
RSV183;ALOJ0664;200000314;03/07/2025;4;PSE;02/07/2025;485056;Por favor dejar instrucciones para ingreso.
RSV184;ALOJ0005;200000256;15/06/2025;5;PSE;12/06/2025;883310;Llegaré tarde
RSV185;ALOJ0225;200000041;28/07/2025;5;TCredito;26/07/2025;825545;Llegaré tarde
RSV186;ALOJ1028;200000301;29/07/2025;6;TCredito;26/07/2025;1206726;¿Tiene aire acondicionado?
RSV187;ALOJ1187;200000199;15/07/2025;4;TCredito;09/07/2025;481120;Por favor dejar instrucciones para ingreso.
RSV188;ALOJ0277;200000432;28/07/2025;3;TCredito;23/07/2025;685443;Sin comentarios
RSV189;ALOJ1137;200000225;03/07/2025;7;PSE;29/06/2025;1218539;¿Tiene aire acondicionado?
RSV190;ALOJ0031;200000492;02/06/2025;4;PSE;29/05/2025;735728;Llegaré tarde
RSV191;ALOJ0384;200000411;08/07/2025;3;PSE;03/07/2025;719721;Por favor dejar instrucciones para ingreso.
RSV192;ALOJ0456;200000303;09/06/2025;1;PSE;03/06/2025;159310;Por favor dejar instrucciones para ingreso.
RSV193;ALOJ0200;200000497;18/07/2025;2;PSE;14/07/2025;430658;Sin comentarios
RSV194;ALOJ0171;200000261;23/07/2025;7;PSE;19/07/2025;599585;Sin comentarios
RSV195;ALOJ0990;200000396;20/07/2025;6;TCredito;14/07/2025;841500;Por favor dejar instrucciones para ingreso.
RSV196;ALOJ0876;200000185;12/06/2025;2;TCredito;11/06/2025;404832;Por favor dejar instrucciones para ingreso.
RSV197;ALOJ0875;200000243;18/06/2025;5;TCredito;12/06/2025;607810;¿Tiene aire acondicionado?
RSV198;ALOJ0179;200000051;28/06/2025;6;PSE;27/06/2025;942498;¿Tiene aire acondicionado?
RSV199;ALOJ0338;200000040;04/07/2025;5;TCredito;30/06/2025;573975;¿Se permite fumar?
RSV200;ALOJ0136;200000083;19/07/2025;7;PSE;16/07/2025;1649011;Llegaré tarde
RSV201;ALOJ0731;200000379;01/06/2025;5;PSE;28/05/2025;578800;Sin comentarios
RSV202;ALOJ0038;200000127;23/07/2025;3;TCredito;17/07/2025;649080;Por favor dejar instrucciones para ingreso.
RSV203;ALOJ0542;200000197;11/07/2025;4;PSE;10/07/2025;663920;¿Se permite fumar?
RSV204;ALOJ0476;200000367;09/06/2025;4;TCredito;08/06/2025;842324;Por favor dejar instrucciones para ingreso.
RSV205;ALOJ1178;200000115;12/07/2025;3;TCredito;08/07/2025;295845;¿Tiene aire acondicionado?
RSV206;ALOJ0969;200000136;15/06/2025;6;PSE;11/06/2025;562962;¿Se permite fumar?
RSV207;ALOJ0814;200000267;22/07/2025;4;TCredito;19/07/2025;823744;¿Tiene aire acondicionado?
RSV208;ALOJ0743;200000223;22/06/2025;3;TCredito;17/06/2025;538335;Sin comentarios
RSV209;ALOJ0140;200000498;13/06/2025;5;PSE;10/06/2025;412835;Llegaré tarde
RSV210;ALOJ0398;200000392;09/06/2025;7;PSE;07/06/2025;1133860;Por favor dejar instrucciones para ingreso.
RSV211;ALOJ0026;200000241;13/06/2025;2;TCredito;07/06/2025;234920;¿Tiene aire acondicionado?
RSV212;ALOJ0294;200000195;15/07/2025;4;PSE;09/07/2025;840116;¿Se permite fumar?
RSV213;ALOJ0375;200000282;24/07/2025;3;PSE;20/07/2025;320631;¿Se permite fumar?
RSV214;ALOJ0216;200000414;07/06/2025;3;TCredito;04/06/2025;480141;Sin comentarios
RSV215;ALOJ0131;200000132;31/07/2025;6;TCredito;29/07/2025;1443606;¿Tiene aire acondicionado?
RSV216;ALOJ0803;200000257;14/06/2025;3;PSE;10/06/2025;639012;Por favor dejar instrucciones para ingreso.
RSV217;ALOJ0729;200000222;05/06/2025;4;TCredito;31/05/2025;331500;¿Se permite fumar?
RSV218;ALOJ1026;200000047;03/06/2025;4;PSE;02/06/2025;674892;Por favor dejar instrucciones para ingreso.
RSV219;ALOJ0458;200000316;23/07/2025;2;PSE;21/07/2025;495954;Sin comentarios
RSV220;ALOJ0438;200000436;05/06/2025;1;PSE;01/06/2025;142267;Llegaré tarde
RSV221;ALOJ0396;200000397;02/06/2025;3;TCredito;31/05/2025;590109;Sin comentarios
RSV222;ALOJ0423;200000109;15/07/2025;6;TCredito;13/07/2025;1352256;¿Se permite fumar?
RSV223;ALOJ0495;200000088;13/06/2025;2;PSE;10/06/2025;278110;Llegaré tarde
RSV224;ALOJ0780;200000115;30/06/2025;4;TCredito;27/06/2025;872472;¿Tiene aire acondicionado?
RSV225;ALOJ0346;200000160;17/06/2025;1;PSE;15/06/2025;134491;¿Se permite fumar?
RSV226;ALOJ0647;200000065;09/07/2025;2;PSE;08/07/2025;251118;Llegaré tarde
RSV227;ALOJ0435;200000327;31/07/2025;6;PSE;28/07/2025;1107138;¿Se permite fumar?
RSV228;ALOJ0276;200000017;06/06/2025;2;PSE;03/06/2025;391838;Por favor dejar instrucciones para ingreso.
RSV229;ALOJ0604;200000273;04/07/2025;3;PSE;02/07/2025;499251;¿Se permite fumar?
RSV230;ALOJ0456;200000412;16/06/2025;7;TCredito;15/06/2025;741419;Sin comentarios
RSV231;ALOJ1193;200000050;09/06/2025;2;PSE;03/06/2025;226746;Llegaré tarde
RSV232;ALOJ0243;200000108;27/06/2025;6;PSE;21/06/2025;1096968;¿Se permite fumar?
RSV233;ALOJ0088;200000220;25/07/2025;4;PSE;23/07/2025;541328;Llegaré tarde
RSV234;ALOJ0670;200000144;28/07/2025;2;PSE;26/07/2025;248712;¿Se permite fumar?
RSV235;ALOJ0046;200000325;07/06/2025;4;TCredito;01/06/2025;861036;¿Se permite fumar?
RSV236;ALOJ0633;200000007;24/07/2025;4;PSE;22/07/2025;459980;Sin comentarios
RSV237;ALOJ1189;200000099;15/06/2025;5;TCredito;13/06/2025;535690;Sin comentarios
RSV238;ALOJ0264;200000074;15/07/2025;5;PSE;11/07/2025;1152425;Sin comentarios
RSV239;ALOJ0642;200000252;29/07/2025;5;TCredito;27/07/2025;624675;Por favor dejar instrucciones para ingreso.
RSV240;ALOJ0064;200000447;17/06/2025;1;PSE;15/06/2025;146786;Sin comentarios
RSV241;ALOJ0256;200000220;12/07/2025;1;TCredito;10/07/2025;177816;¿Tiene aire acondicionado?
RSV242;ALOJ0892;200000485;11/06/2025;4;TCredito;09/06/2025;486680;¿Se permite fumar?
RSV243;ALOJ0558;200000391;14/07/2025;5;TCredito;10/07/2025;662730;¿Tiene aire acondicionado?
RSV244;ALOJ0602;200000348;04/06/2025;4;TCredito;01/06/2025;333668;Llegaré tarde
RSV245;ALOJ0911;200000232;22/07/2025;3;TCredito;17/07/2025;382662;¿Tiene aire acondicionado?
RSV246;ALOJ0635;200000312;07/07/2025;7;PSE;04/07/2025;925015;Sin comentarios
RSV247;ALOJ0720;200000440;29/07/2025;2;TCredito;27/07/2025;405108;¿Se permite fumar?
RSV248;ALOJ0342;200000153;28/06/2025;6;PSE;25/06/2025;649932;¿Se permite fumar?
RSV249;ALOJ1086;200000463;17/06/2025;1;TCredito;11/06/2025;209741;¿Se permite fumar?
RSV250;ALOJ0176;200000240;08/06/2025;6;TCredito;05/06/2025;797394;Llegaré tarde
RSV251;ALOJ0616;200000481;18/07/2025;3;PSE;16/07/2025;443355;¿Se permite fumar?
RSV252;ALOJ0798;200000301;03/06/2025;6;PSE;28/05/2025;659232;¿Se permite fumar?
RSV253;ALOJ0028;200000181;19/07/2025;6;TCredito;13/07/2025;570558;¿Se permite fumar?
RSV254;ALOJ0834;200000023;21/07/2025;3;TCredito;15/07/2025;659424;Sin comentarios
RSV255;ALOJ0184;200000367;02/06/2025;7;PSE;31/05/2025;568540;Sin comentarios
RSV256;ALOJ0135;200000055;28/06/2025;6;TCredito;24/06/2025;1209336;Por favor dejar instrucciones para ingreso.
RSV257;ALOJ0570;200000441;20/06/2025;1;TCredito;14/06/2025;113049;¿Tiene aire acondicionado?
RSV258;ALOJ0970;200000151;27/07/2025;1;TCredito;24/07/2025;143318;Por favor dejar instrucciones para ingreso.
RSV259;ALOJ0559;200000319;11/07/2025;1;PSE;07/07/2025;236200;¿Se permite fumar?
RSV260;ALOJ0771;200000125;11/07/2025;4;TCredito;06/07/2025;974200;Por favor dejar instrucciones para ingreso.
RSV261;ALOJ0644;200000283;30/06/2025;1;TCredito;24/06/2025;134399;¿Se permite fumar?
RSV262;ALOJ0992;200000310;27/07/2025;3;PSE;24/07/2025;528579;Por favor dejar instrucciones para ingreso.
